Instance name,T,max time,# days,# customers,# operations,Opt. no waiting,Opt. waiting,Problem type,Algorithm,# cons,# var,Root time (sec.),Total time (sec.),SEC r_time (sec.),SEC time (sec.),PEC r_time (sec.),PEC time (sec.),# BB r_iterations,# BC iterations,# BC nodes,# SEC r_cuts,# SEC cuts,# PEC r_cuts,# PEC cuts,Root LB,Root UB,Best Bound,Best Integer,Status
swiss42_p3_f50_lM,154,1107,3,41,69,3055,3055,CTSP_2,COMPACT,1722,1586,0.17,5801.48,0.00,322.80,0.00,0.00,580,58840540,2504081,38,1735,0,0,2961.0,3063,3055.00,3055,2
swiss42_p3_f70_lH,228,1236,3,41,86,3274,3274,CTSP_2,COMPACT,2682,2477,0.22,116.09,0.00,10.66,0.00,0.00,520,1319256,73754,13,483,0,0,3220.0,3274,3274.00,3274,2
swiss42_p3_f70_lL,114,1236,3,41,86,3274,3274,CTSP_2,COMPACT,2682,2477,0.23,65.85,0.00,7.97,0.00,0.00,575,860390,39046,13,477,0,0,3220.0,3274,3274.00,3274,2
swiss42_p3_f70_lM,171,1236,3,41,86,3274,3274,CTSP_2,COMPACT,2682,2477,0.19,83.25,0.00,8.11,0.00,0.00,544,1105550,53709,13,632,0,0,3220.0,3274,3274.00,3274,2
swiss42_p3_f90_lH,249,1369,3,41,112,3533,3533,CTSP_2,COMPACT,4508,4201,0.49,2.66,0.00,0.04,0.00,0.00,744,6158,152,36,102,0,0,3521.0,3533,3533.00,3533,2
swiss42_p3_f90_lL,124,1369,3,41,112,3543,3533,CTSP_2,COMPACT,4508,4201,0.46,2.26,0.00,0.04,0.00,0.00,736,6269,85,36,90,0,0,3521.0,3533,3533.00,3533,2
swiss42_p3_f90_lM,186,1369,3,41,112,3533,3533,CTSP_2,COMPACT,4508,4201,0.45,2.27,0.00,0.04,0.00,0.00,719,4302,94,36,85,0,0,3521.0,3533,3533.00,3533,2
swiss42_p5_f50_lH,205,1129,5,41,113,5115,5115,CTSP_2,COMPACT,2902,2552,0.32,7197.58,0.00,506.70,0.00,0.00,851,82699137,1636590,48,2733,0,0,5011.0,5115,5065.62,5115,1
swiss42_p5_f50_lL,102,1129,5,41,113,5116,5115,CTSP_2,COMPACT,2902,2552,0.39,7198.06,0.00,473.30,0.00,0.00,839,96513170,1592013,54,1613,0,0,5009.5,5115,5095.58,5115,1
swiss42_p5_f50_lM,154,1129,5,41,113,5116,5115,CTSP_2,COMPACT,2902,2552,0.36,7197.89,0.00,527.12,0.00,0.00,830,91358812,1734641,49,1972,0,0,5011.0,5115,5083.09,5115,1
swiss42_p5_f70_lH,228,1258,5,41,145,5440,5440,CTSP_2,COMPACT,4742,4216,0.80,311.23,0.00,29.14,0.00,0.00,1153,2988641,118929,38,845,0,0,5379.0,5440,5440.00,5440,2
swiss42_p5_f70_lL,114,1258,5,41,145,5462,5440,CTSP_2,COMPACT,4742,4216,0.68,1473.15,0.00,109.46,0.00,0.00,1074,15760883,357063,39,995,0,0,5379.0,5440,5440.00,5440,2
swiss42_p5_f70_lM,171,1258,5,41,145,5440,5440,CTSP_2,COMPACT,4742,4216,0.65,679.49,0.00,61.18,0.00,0.00,1063,7185493,188726,38,680,0,0,5379.0,5440,5440.00,5440,2
swiss42_p5_f90_lH,249,1369,5,41,190,6007,6007,CTSP_2,COMPACT,8100,7241,0.86,16.32,0.00,0.84,0.00,0,1269,63050,2120,64,260,0,0,5973.0,6007,6007.00,6007,2
swiss42_p5_f90_lL,124,1369,5,41,190,6019,6007,CTSP_2,COMPACT,8100,7241,3.15,13.49,0.00,0.38,0.00,0.00,1446,35263,909,66,190,0,0,5978.0,6007,6007.00,6007,2
swiss42_p5_f90_lM,186,1369,5,41,190,6007,6007,CTSP_2,COMPACT,8100,7241,3.25,22.62,0.00,0.86,0.00,0.00,1410,94439,2139,64,307,0,0,5975.5,6007,6007.00,6007,2
p43_p3_f50_lH,1119,6156,3,42,67,16733,16733,CTSP_2,COMPACT,1626,1496,0.45,7196.56,0.00,508.23,0.00,0.00,733,65941399,2667669,71,3946,0,0,16707.0,16735,16710.31,16735,1
p43_p3_f50_lL,559,6156,3,42,67,16733,16733,CTSP_2,COMPACT,1626,1496,0.20,7196.94,0.00,432.53,0.00,0.00,557,55929132,2370319,61,4351,0,0,16707.0,16735,16709.00,16735,1
p43_p3_f50_lM,839,6156,3,42,67,16733,16733,CTSP_2,COMPACT,1626,1496,0.32,7195.91,0.00,664.47,0.00,0.00,627,44981473,3408383,68,4218,0,0,16707.0,16735,16708.00,16735,1
p43_p3_f70_lH,1122,6175,3,42,91,16830,16830,CTSP_2,COMPACT,2988,2778,0.35,7195.62,0.00,945.53,0.00,0.00,997,59637069,3374500,99,1697,0,0,16814.0,16830,16823.00,16830,1
p43_p3_f70_lL,561,6175,3,42,91,16830,16830,CTSP_2,COMPACT,2988,2778,0.29,7196.11,0.00,872.35,0.00,0.00,995,54987407,3165000,100,1175,0,0,16813.8,16830,16823.00,16830,1
p43_p3_f70_lM,842,6175,3,42,91,16830,16830,CTSP_2,COMPACT,2988,2778,0.33,7195.27,0.00,1161.88,0.00,0.00,1037,50795902,4232734,98,1396,0,0,16815.3,16830,16823.00,16830,1
p43_p3_f90_lH,1124,6182,3,42,113,16848,16848,CTSP_2,COMPACT,4572,4268,1.07,10.66,0.00,2.08,0.00,0.00,1360,71827,5694,146,240,0,0,16832.8,16848,16846.32,16848,2
p43_p3_f90_lL,562,6182,3,42,113,16848,16848,CTSP_2,COMPACT,4572,4268,0.66,19.22,0.00,4.45,0.00,0.00,1245,159505,12459,152,280,0,0,16832.5,16848,16846.33,16848,2
p43_p3_f90_lM,843,6182,3,42,113,16848,16848,CTSP_2,COMPACT,4572,4268,0.75,23.96,0.00,5.51,0.00,0.00,1503,191470,17113,151,253,0,0,16833.0,16848,16846.33,16848,2
p43_p5_f50_lH,1119,6156,5,42,111,27800,27800,CTSP_2,COMPACT,2792,2462,0.41,7197.39,0.00,426.41,0.00,0.00,1011,60433864,1409431,112,5573,0,0,27772.0,27810,27775.78,27810,1
p43_p5_f50_lL,559,6156,5,42,111,27800,27800,CTSP_2,COMPACT,2792,2462,0.59,7197.23,0.00,419.80,0.00,0.00,1036,59588520,1362869,112,5051,0,0,27772.0,27810,27775.00,27810,1
p43_p5_f50_lM,839,6156,5,42,111,27800,27800,CTSP_2,COMPACT,2792,2462,0.48,7197.46,0.00,422.62,0.00,0.00,1065,72294143,1328681,111,4893,0,0,27772.0,27810,27778.08,27810,1
p43_p5_f70_lH,1122,6175,5,42,151,27959,27959,CTSP_2,COMPACT,5136,4576,1.43,7196.46,0.00,1081.16,0.00,0.00,1758,47076770,2101358,184,3449,0,0,27932.8,27959,27944.67,27959,1
p43_p5_f70_lL,561,6175,5,42,151,27959,27959,CTSP_2,COMPACT,5136,4576,2.08,7196.90,0.00,859.86,0.00,0.00,1657,46444515,1669241,180,3193,0,0,27933.0,27959,27945.03,27959,1
p43_p5_f70_lM,842,6175,5,42,151,27959,27959,CTSP_2,COMPACT,5136,4576,1.26,7196.08,0.00,1187.1,0.00,0.00,1739,38405215,2210106,187,3481,0,0,27932.3,27959,27945.00,27959,1
p43_p5_f90_lH,1124,6182,5,42,188,28082,28082,CTSP_2,COMPACT,7910,7083,1.87,102.53,0.00,28.42,0.00,0.00,2463,694054,41726,248,528,0,0,28053.5,28082,28079.19,28082,2
p43_p5_f90_lL,562,6182,5,42,188,28082,28082,CTSP_2,COMPACT,7910,7083,2.37,92.36,0.00,28.66,0.00,0.00,2530,520140,40684,250,516,0,0,28053.3,28082,28079.20,28082,2
p43_p5_f90_lM,843,6182,5,42,188,28082,28082,CTSP_2,COMPACT,7910,7083,2.09,111.59,0.00,36.22,0.00,0.00,2230,694237,51798,251,501,0,0,28053.2,28082,28079.20,28082,2
ftv44_p3_f50_lH,255,1353,3,44,68,3653,3649,CTSP_2,COMPACT,1688,1553,0.17,1728.92,0.00,116.55,0.00,0.00,626,19607412,974243,37,1481,0,0,3522.6,3694,3649.00,3649,2
ftv44_p3_f50_lL,127,1353,3,44,68,3668,3656,CTSP_2,COMPACT,1688,1553,0.18,1163.33,0.00,71.40,0.00,0.00,669,15447877,476302,42,1603,0,0,3521.0,3759,3656.00,3656,2
ftv44_p3_f50_lM,191,1353,3,44,68,3656,3651,CTSP_2,COMPACT,1688,1553,0.16,2628.04,0.00,129.14,0.00,0.00,642,29705918,858115,42,1856,0,0,3520.3,3759,3651.00,3651,2
ftv44_p3_f70_lH,297,1633,3,44,100,4446,4440,CTSP_2,COMPACT,3580,3333,0.53,3791.11,0.00,323.20,0.00,0,1108,31835177,1220608,74,2674,0,0,4366.3,4451,4440.00,4440,2
ftv44_p3_f70_lL,148,1633,3,44,100,4451,4448,CTSP_2,COMPACT,3580,3333,1.66,1598.68,0.01,159.80,0.00,0.00,1230,15427427,588798,66,2105,0,0,4370.8,4451,4448.00,4448,2
ftv44_p3_f70_lM,222,1633,3,44,100,4448,4444,CTSP_2,COMPACT,3580,3333,1.97,3267.13,0.01,307.83,0.00,0.00,1377,29176184,1151493,91,2613,0,0,4372.6,4451,4444.00,4444,2
ftv44_p3_f90_lH,295,1624,3,44,118,4468,4431,CTSP_2,COMPACT,4974,4649,0.75,4316.42,0.00,228.13,0.00,0.00,946,37586524,517559,36,2932,0,0,4345.7,4471,4431.00,4431,2
ftv44_p3_f90_lL,147,1624,3,44,118,4484,4469,CTSP_2,COMPACT,4974,4649,0.60,7197.64,0.00,452.52,0.00,0.00,903,64269484,903704,33,2900,0,0,4333.7,4471,4454.00,4469,1
ftv44_p3_f90_lM,221,1624,3,44,118,4469,4468,CTSP_2,COMPACT,4974,4649,0.54,7196.72,0.00,490.29,0.00,0.00,924,56251592,988452,37,3358,0,0,4344.0,4471,4443.83,4468,1
ftv44_p5_f50_lH,255,1403,5,44,116,6229,6229,CTSP_2,COMPACT,3058,2705,0.43,7198.13,0.00,277.38,0.00,0.00,1145,79535900,675000,68,1764,0,0,6029.6,6266,6154.00,6245,1
ftv44_p5_f50_lL,127,1403,5,44,116,6266,6229,CTSP_2,COMPACT,3058,2705,0.69,7198.31,0.01,362.92,0.00,0.00,1335,85021991,753603,72,1789,0,0,6025.9,6266,6171.33,6258,1
ftv44_p5_f50_lM,191,1403,5,44,116,6229,6229,CTSP_2,COMPACT,3058,2705,0.49,7197.52,0.01,235.37,0.00,0.00,1174,62564160,571809,78,1668,0,0,6028.0,6266,6157.47,6258,1
ftv44_p5_f70_lH,297,1633,5,44,167,7404,7391,CTSP_2,COMPACT,6234,5576,2.38,7194.36,0.00,183.32,0.00,0.00,1479,28872785,240515,73,4078,0,0,7189.9,7499,7278.42,7467,1
ftv44_p5_f70_lL,148,1633,5,44,167,7456,7456,CTSP_2,COMPACT,6234,5576,2.45,7192.72,0.01,268.88,0.00,0.00,1630,23933501,299176,65,4273,0,0,7191.6,7502,7300.57,7470,1
ftv44_p5_f70_lM,222,1633,5,44,167,7426,7409,CTSP_2,COMPACT,6234,5576,2.38,7191.04,0.00,259.02,0.00,0.00,1576,23024207,313579,69,5138,0,0,7190.3,7499,7291.40,7496,1
ftv44_p5_f90_lH,295,1624,5,44,195,7403,7361,CTSP_2,COMPACT,8472,7612,2.89,7193.21,0.01,228.00,0.00,0.00,1727,21412166,215366,80,2923,0,0,7161.7,7412,7270.35,7411,1
ftv44_p5_f90_lL,147,1624,5,44,195,7669,7559,CTSP_2,COMPACT,8472,7612,2.94,7197.48,0.00,289.49,0.00,0.00,1720,39078087,222465,72,2395,0,0,7157.4,7414,7295.64,7414,1
ftv44_p5_f90_lM,221,1624,5,44,195,7403,7403,CTSP_2,COMPACT,8472,7612,3.00,7197.38,0.01,315.66,0.00,0.00,1937,39603950,267501,77,2744,0,0,7162.3,7431,7290.96,7422,1
ftv47_p3_f50_lH,286,1577,3,47,77,4090,4082,CTSP_2,COMPACT,2132,1976,0.26,3.52,0.00,0.27,0.00,0.00,887,38592,1696,44,173,0,0,4046.3,4090,4082.00,4082,2
ftv47_p3_f50_lL,143,1577,3,47,77,4127,4090,CTSP_2,COMPACT,2132,1976,0.43,2.39,0.01,0.17,0.00,0.00,938,20557,1092,47,167,0,0,4046.5,4090,4090.00,4090,2
ftv47_p3_f50_lM,215,1577,3,47,77,4090,4090,CTSP_2,COMPACT,2132,1976,0.23,2.03,0.00,0.12,0.00,0.00,788,20663,967,46,159,0,0,4040.3,4090,4090.00,4090,2
ftv47_p3_f70_lH,311,1698,3,47,101,4648,4648,CTSP_2,COMPACT,3656,3418,0.35,7194.91,0.00,174.26,0.00,0.00,719,37127854,410576,37,6589,0,0,4481.9,4768,4569.07,4768,1
ftv47_p3_f70_lL,155,1698,3,47,101,4663,4663,CTSP_2,COMPACT,3656,3418,0.41,7191.42,0.00,223.23,0.00,0.00,743,26055629,449095,35,5200,0,0,4481.9,4768,4615.60,4768,1
ftv47_p3_f70_lM,233,1698,3,47,101,4663,4648,CTSP_2,COMPACT,3656,3418,0.44,7192.14,0.00,193.42,0.00,0.00,743,23830152,413126,37,5705,0,0,4481.9,4768,4600.66,4768,1
ftv47_p3_f90_lH,342,1885,3,47,130,4906,4906,CTSP_2,COMPACT,6012,5651,0.60,508.87,0.01,68.66,0.00,0.00,992,3813181,185741,39,502,0,0,4845.1,4918,4906.00,4906,2
ftv47_p3_f90_lL,171,1885,3,47,130,4940,4906,CTSP_2,COMPACT,6012,5651,1.44,131.26,0.01,17.23,0.00,0.00,1029,1063563,48104,38,382,0,0,4847.1,4918,4906.00,4906,2
ftv47_p3_f90_lM,257,1885,3,47,130,4906,4906,CTSP_2,COMPACT,6012,5651,0.65,256.33,0.00,31.96,0.00,0.00,953,2125605,78518,36,530,0,0,4842.8,4918,4906.00,4906,2
ftv47_p5_f50_lH,286,1577,5,47,127,6901,6854,CTSP_2,COMPACT,3624,3224,0.49,2299.50,0.00,163.76,0.00,0.00,1156,26534133,741435,63,997,0,0,6737.9,6876,6854.00,6854,2
ftv47_p5_f50_lL,143,1577,5,47,127,6951,6876,CTSP_2,COMPACT,3624,3224,0.93,461.13,0.00,34.94,0.00,0.00,1227,5955057,138697,62,655,0,0,6743.5,6876,6876.00,6876,2
ftv47_p5_f50_lM,215,1577,5,47,127,6925,6865,CTSP_2,COMPACT,3624,3224,0.47,952.23,0.00,57.33,0.00,0.00,1092,11620348,219918,60,935,0,0,6736.0,6876,6865.00,6865,2
ftv47_p5_f70_lH,311,1712,5,47,169,7827,7812,CTSP_2,COMPACT,6370,5736,2.31,7195.43,0.00,200.36,0.00,0.00,1329,28774738,231603,66,2827,0,0,7529.4,7897,7661.59,7895,1
ftv47_p5_f70_lL,155,1712,5,47,169,7832,7829,CTSP_2,COMPACT,6370,5736,2.23,7194.43,0.00,331.99,0.00,0.00,1336,25025163,317536,76,2683,0,0,7527.4,7924,7700.67,7924,1
ftv47_p5_f70_lM,233,1712,5,47,169,7829,7827,CTSP_2,COMPACT,6370,5736,2.29,7192.83,0.00,271.34,0.00,0.00,1348,23291736,310078,66,3522,0,0,7529.4,7912,7683.93,7878,1
ftv47_p5_f90_lH,342,1885,5,47,215,8226,8226,CTSP_2,COMPACT,10246,9274,1.54,7192.20,0.00,215.37,0.00,0.00,1762,17042556,195732,55,3357,0,0,8026.5,8248,8119.58,8248,1
ftv47_p5_f90_lL,171,1885,5,47,215,8378,8226,CTSP_2,COMPACT,10246,9274,3.41,7197.55,0.01,325.20,0.00,0.00,1817,38959372,254879,59,2059,0,0,8029.2,8248,8153.84,8248,1
ftv47_p5_f90_lM,257,1885,5,47,215,8226,8226,CTSP_2,COMPACT,10246,9274,2.99,7191.88,0.00,216.20,0.00,0.00,1767,17596617,195119,54,2944,0,0,8026.5,8248,8128.11,8248,1
att48_p3_f50_lH,1708,9398,3,47,77,24965,24942,CTSP_2,COMPACT,2140,1976,0.22,14.58,0.00,1.26,0.00,0.00,844,199932,10705,46,210,0,0,24812.0,25040,24942.00,24942,2
att48_p3_f50_lL,854,9398,3,47,77,25211,24954,CTSP_2,COMPACT,2140,1976,0.26,10.19,0.00,0.87,0.00,0.00,839,138903,4266,46,213,0,0,24812.0,25229,24954.00,24954,2
att48_p3_f50_lM,1281,9398,3,47,77,24992,24942,CTSP_2,COMPACT,2140,1976,0.22,3.45,0.00,0.23,0.00,0.00,845,33649,1796,46,176,0,0,24812.0,25040,24939.61,24942,2
att48_p3_f70_lH,1845,10098,3,47,99,26238,26089,CTSP_2,COMPACT,3508,3284,0.56,278.09,0.00,25.94,0.00,0.00,857,3255081,144289,45,470,0,0,25881.0,26089,26086.39,26089,2
att48_p3_f70_lL,922,10098,3,47,99,26486,26405,CTSP_2,COMPACT,3508,3284,0.34,7198.30,0.00,372.48,0.00,0.00,809,80680943,944565,44,1352,0,0,25861.5,26486,26214.50,26486,1
att48_p3_f70_lM,1384,10098,3,47,99,26446,26314,CTSP_2,COMPACT,3508,3284,0.40,7198.17,0.00,348.68,0.00,0,824,75413771,1042406,44,1204,0,0,25861.5,26390,26161.11,26390,1
att48_p3_f90_lH,2101,11173,3,47,127,29992,29929,CTSP_2,COMPACT,5740,5392,0.55,4907.04,0.00,293.79,0.00,0.00,945,37682301,700873,95,1215,0,0,29627.0,30055,29926.01,29929,2
att48_p3_f90_lL,1050,11173,3,47,127,29992,29992,CTSP_2,COMPACT,5740,5392,0.60,7197.86,0.00,511.74,0.00,0,957,63984323,1075676,95,1244,0,0,29627.0,30055,29938.86,30055,1
att48_p3_f90_lM,1576,11173,3,47,127,29992,29992,CTSP_2,COMPACT,5740,5392,0.56,2657.19,0.00,226.81,0.00,0.00,945,21408651,598266,95,1598,0,0,29627.0,30055,29992.00,29992,2
att48_p5_f50_lH,1708,9398,5,47,122,40074,40047,CTSP_2,COMPACT,3332,2987,0.64,137.13,0.00,12.25,0.00,0.00,1079,1734247,68669,65,380,0,0,39819.0,40047,40043.00,40047,2
att48_p5_f50_lL,854,9398,5,47,122,40768,40181,CTSP_2,COMPACT,3332,2987,0.76,820.23,0.00,62.13,0.00,0.00,1048,9699327,319600,82,629,0,0,39819.0,40361,40176.98,40181,2
att48_p5_f50_lM,1281,9398,5,47,122,40169,40047,CTSP_2,COMPACT,3332,2987,0.51,174.89,0.00,14.65,0.00,0.00,1098,2342730,79578,81,363,0,0,39814.5,40047,40043.00,40047,2
att48_p5_f70_lH,1845,10151,5,47,168,44427,44198,CTSP_2,COMPACT,6284,5667,1.19,572.45,0.00,45.18,0.00,0,1354,5205600,144416,128,627,0,0,43986.5,44198,44193.58,44198,2
att48_p5_f70_lL,922,10151,5,47,168,45177,45095,CTSP_2,COMPACT,6284,5667,1.12,7194.50,0.00,275.15,0.00,0.00,1381,28397002,380150,126,1766,0,0,43968.5,45130,44284.68,45041,1
att48_p5_f70_lM,1384,10151,5,47,168,45084,44517,CTSP_2,COMPACT,6284,5667,1.36,7198.14,0.00,311.74,0.00,0.00,1375,52991124,559229,120,1492,0,0,43968.5,44641,44206.59,44534,1
att48_p5_f90_lH,2101,11559,5,47,214,50348,50305,CTSP_2,COMPACT,10138,9179,4.36,7194.72,0.00,234.60,0.00,0.00,1672,21251053,245370,130,1409,0,0,49903.3,50493,50028.80,50337,1
att48_p5_f90_lL,1050,11559,5,47,214,50348,50348,CTSP_2,COMPACT,10138,9179,2.94,7197.91,0.00,244.13,0.00,0.00,1538,36593359,224762,154,1470,0,0,49901.8,50493,50099.08,50493,1
att48_p5_f90_lM,1576,11559,5,47,214,50348,50348,CTSP_2,COMPACT,10138,9179,3.85,7197.80,0.01,304.27,0.00,0.00,1752,36599734,315800,133,2087,0,0,49915.3,50493,50028.33,50493,1
gr48_p3_f50_lH,789,4339,3,47,72,11876,11846,CTSP_2,COMPACT,1874,1727,0.14,7.89,0.00,0.78,0.00,0.00,562,117104,7337,32,219,0,0,11759.0,11876,11846.00,11846,2
gr48_p3_f50_lL,394,4339,3,47,72,11880,11880,CTSP_2,COMPACT,1874,1727,0.22,3.87,0.00,0.33,0.00,0.00,558,53349,3150,32,179,0,0,11759.0,11880,11879.00,11880,2
gr48_p3_f50_lM,591,4339,3,47,72,11880,11876,CTSP_2,COMPACT,1874,1727,0.17,7.63,0.00,0.78,0.00,0.00,548,108424,7807,32,208,0,0,11759.0,11876,11874.82,11876,2
gr48_p3_f70_lH,842,4540,3,47,99,12017,11940,CTSP_2,COMPACT,3514,3274,0.00,0.18,0.00,0.00,0.00,0.00,0,631,0,45,45,0,0,0.0,0,11940.00,11941,2
gr48_p3_f70_lL,421,4540,3,47,99,12051,12017,CTSP_2,COMPACT,3514,3274,0.43,16.05,0.00,1.38,0.00,0.00,629,181525,7930,32,236,0,0,11940.0,12017,12015.81,12017,2
gr48_p3_f70_lM,631,4540,3,47,99,12017,12017,CTSP_2,COMPACT,3514,3274,0.25,9.23,0.00,0.61,0.00,0.00,634,101638,3264,32,308,0,0,11940.0,12017,12015.80,12017,2
gr48_p3_f90_lH,995,5476,3,47,135,14325,14325,CTSP_2,COMPACT,6466,6082,1.26,7197.68,0.00,581.72,0.00,0.00,1253,54785877,1488655,54,1490,0,0,14138.3,14365,14312.03,14325,1
gr48_p3_f90_lL,497,5476,3,47,135,14398,14398,CTSP_2,COMPACT,6466,6082,0.46,7198.01,0.00,459.48,0.00,0.00,1260,54724686,752544,106,2650,0,0,14153.3,14437,14300.12,14424,1
gr48_p3_f90_lM,746,5476,3,47,135,14325,14325,CTSP_2,COMPACT,6466,6082,2.44,4103.18,0.00,365.25,0.00,0.00,1281,31978583,982482,58,1088,0,0,14137.8,14437,14323.57,14325,2
gr48_p5_f50_lH,789,4339,5,47,121,19230,19216,CTSP_2,COMPACT,3282,2926,0.54,156.81,0.00,13.44,0.00,0.00,728,2128661,85443,37,454,0,0,19109.0,19230,19214.08,19216,2
gr48_p5_f50_lL,394,4339,5,47,121,19322,19230,CTSP_2,COMPACT,3282,2926,0.33,21.33,0.00,1.77,0.00,0.00,744,256346,10635,37,282,0,0,19109.0,19230,19228.08,19230,2
gr48_p5_f50_lM,591,4339,5,47,121,19230,19230,CTSP_2,COMPACT,3282,2926,0.33,26.36,0.00,2.21,0.00,0.00,741,326715,13408,37,319,0,0,19109.0,19230,19228.10,19230,2
gr48_p5_f70_lH,842,4632,5,47,165,20528,20451,CTSP_2,COMPACT,6066,5450,1.07,1115.00,0.00,78.79,0.00,0.00,1304,11177861,268574,59,854,0,0,20329.0,20451,20448.96,20451,2
gr48_p5_f70_lL,421,4632,5,47,165,20602,20561,CTSP_2,COMPACT,6066,5450,1.18,7196.83,0.00,221.80,0.00,0.00,1298,28178057,450851,62,1797,0,0,20328.5,20741,20492.65,20576,1
gr48_p5_f70_lM,631,4632,5,47,165,20561,20528,CTSP_2,COMPACT,6066,5450,1.47,2264.70,0.00,180.77,0.00,0.00,1257,21907495,553897,70,1286,0,0,20329.5,20528,20525.95,20528,2
gr48_p5_f90_lH,995,5476,5,47,220,24052,24027,CTSP_2,COMPACT,10698,9693,3.97,7197.40,0.01,294.92,0.00,0.00,2109,39755193,373560,129,1663,0,0,23804.4,24117,23943.05,24027,1
gr48_p5_f90_lL,497,5476,5,47,220,24173,24173,CTSP_2,COMPACT,10698,9693,4.33,7197.35,0.01,320.10,0.00,0.00,2215,35613437,295408,117,3041,0,0,23772.4,24204,23934.20,24204,1
gr48_p5_f90_lM,746,5476,5,47,220,24167,24052,CTSP_2,COMPACT,10698,9693,3.65,7196.53,0.01,578.86,0.00,0.00,2196,41434690,571360,113,1787,0,0,23779.5,24136,23935.62,24052,1
hk48_p3_f50_lH,1815,9982,3,47,72,26026,25876,CTSP_2,COMPACT,1872,1727,0.20,8.43,0.00,0.77,0.00,0.00,509,100993,5460,28,233,0,0,25767.0,26144,25873.44,25876,2
hk48_p3_f50_lL,907,9982,3,47,72,26449,26026,CTSP_2,COMPACT,1872,1727,0.20,16.58,0.00,1.31,0.00,0.00,502,258604,8204,28,306,0,0,25767.0,26451,26023.44,26026,2
hk48_p3_f50_lM,1361,9982,3,47,72,26208,25876,CTSP_2,COMPACT,1872,1727,0.19,7.79,0.00,0.63,0.00,0.00,507,98309,3902,28,198,0,0,25767.0,26144,25873.44,25876,2
hk48_p3_f70_lH,2024,11135,3,47,103,29522,29522,CTSP_2,COMPACT,3786,3540,0.39,2950.15,0.00,196.34,0.00,0.00,564,29701712,976783,42,1380,0,0,29151.0,29549,29519.05,29522,2
hk48_p3_f70_lL,1012,11135,3,47,103,29955,29927,CTSP_2,COMPACT,3786,3540,0.29,7198.44,0.00,414.06,0.00,0.00,548,78626168,872179,42,1863,0,0,29151.0,30016,29712.37,29927,1
hk48_p3_f70_lM,1518,11135,3,47,103,29784,29522,CTSP_2,COMPACT,3786,3540,0.40,1206.59,0.00,83.15,0.00,0,563,11231211,398156,42,1086,0,0,29151.0,29673,29519.05,29522,2
hk48_p3_f90_lH,2272,12499,3,47,126,32940,32931,CTSP_2,COMPACT,5650,5309,0.95,87.26,0.00,7.62,0.00,0.00,1120,782986,26209,49,514,0,0,32788.0,32986,32927.71,32931,2
hk48_p3_f90_lL,1136,12499,3,47,126,32986,32940,CTSP_2,COMPACT,5650,5309,0.83,107.61,0.00,12.27,0.00,0.00,1171,962629,30895,49,541,0,0,32788.0,32986,32936.71,32940,2
hk48_p3_f90_lM,1704,12499,3,47,126,32964,32940,CTSP_2,COMPACT,5650,5309,0.79,110.29,0.00,10.79,0.00,0,1097,985995,33333,49,566,0,0,32788.0,32986,32936.71,32940,2
hk48_p5_f50_lH,1815,9982,5,47,119,42492,42266,CTSP_2,COMPACT,3186,2830,0.40,12.41,0.00,0.88,0.00,0.00,678,81261,3995,31,279,0,0,42157.0,42534,42261.90,42266,2
hk48_p5_f50_lL,907,9982,5,47,119,43361,42751,CTSP_2,COMPACT,3186,2830,0.47,1633.58,0.00,107.53,0.00,0.00,693,18935747,516476,33,856,0,0,42157.0,43019,42746.73,42751,2
hk48_p5_f50_lM,1361,9982,5,47,119,42861,42266,CTSP_2,COMPACT,3186,2830,0.51,13.04,0.00,0.69,0.00,0.00,705,121742,3009,33,205,0,0,42157.0,42534,42261.78,42266,2
hk48_p5_f70_lH,2024,11135,5,47,165,49089,48862,CTSP_2,COMPACT,6058,5462,1.42,7197.97,0.00,377.81,0.00,0.00,905,52349825,651088,60,3264,0,0,48223.5,49157,48489.19,48923,1
hk48_p5_f70_lL,1012,11135,5,47,165,49454,49371,CTSP_2,COMPACT,6058,5462,2.47,7197.36,0.00,409.69,0.00,0.00,995,51683390,565450,60,5115,0,0,48223.5,49497,48563.81,49497,1
hk48_p5_f70_lM,1518,11135,5,47,165,49406,48914,CTSP_2,COMPACT,6058,5462,1.84,7198.27,0.00,302.47,0.00,0.00,912,49976932,445492,60,3988,0,0,48223.5,49157,48473.36,49153,1
hk48_p5_f90_lH,2272,12499,5,47,207,54279,54270,CTSP_2,COMPACT,9490,8588,3.78,7198.19,0.00,379.74,0.00,0.00,1629,46951139,721335,88,1632,0,0,54031.0,54470,54261.73,54270,1
hk48_p5_f90_lL,1136,12499,5,47,207,54335,54287,CTSP_2,COMPACT,9490,8588,4.47,7197.45,0.01,544.74,0.00,0.00,1715,45132727,650870,86,2241,0,0,54049.0,54497,54234.44,54357,1
hk48_p5_f90_lM,1704,12499,5,47,207,54306,54276,CTSP_2,COMPACT,9490,8588,3.61,6844.49,0.01,505.36,0.00,0.00,1682,45048594,712799,82,1711,0,0,54031.0,54497,54276.00,54276,2
ry48p_p3_f50_lH,1985,10921,3,47,75,28551,28551,CTSP_2,COMPACT,2030,1876,0.23,19.41,0.00,1.82,0.00,0.00,1264,276112,13977,55,254,0,0,28173.2,28610,28548.15,28551,2
