bayg29_p5_f50_lH    	  227	 1248	    5	   28	   77	   5415.0	   5415.0	CTSP_2         	H CTSP2        	    1.2470	  5415.000	  1135.000	    1	
bayg29_p5_f50_lL    	  113	 1248	    5	   28	   77	   5585.0	   5415.0	CTSP_2         	H CTSP2        	    1.0830	  5415.000	  1228.000	    1	
bayg29_p5_f50_lM    	  170	 1248	    5	   28	   77	   5490.0	   5415.0	CTSP_2         	H CTSP2        	    1.1060	  5415.000	  1171.000	    1	
bayg29_p5_f70_lH    	  273	 1504	    5	   28	   97	   6352.0	   6352.0	CTSP_2         	H CTSP2        	    2.8600	  6352.000	  1368.000	    1	
bayg29_p5_f70_lL    	  136	 1504	    5	   28	   97	   6552.0	   6371.0	CTSP_2         	H CTSP2        	    2.4810	  6371.000	  1414.000	    1	
bayg29_p5_f70_lM    	  205	 1504	    5	   28	   97	   6415.0	   6352.0	CTSP_2         	H CTSP2        	    2.4630	  6352.000	  1405.000	    1	
bayg29_p5_f90_lH    	  313	 1722	    5	   28	  128	   7490.0	   7490.0	CTSP_2         	H CTSP2        	    6.2980	  7490.000	  1568.000	    1	
bayg29_p5_f90_lL    	  156	 1722	    5	   28	  128	   7516.0	   7490.0	CTSP_2         	H CTSP2        	    5.5210	  7490.000	  1633.000	    1	
bayg29_p5_f90_lM    	  234	 1722	    5	   28	  128	   7490.0	   7490.0	CTSP_2         	H CTSP2        	    6.7910	  7490.000	  1568.000	    1	
bays29_p3_f50_lH    	  294	 1606	    3	   28	   45	   4274.0	   4274.0	CTSP_2         	H CTSP2        	    0.7780	  4274.000	  1460.000	    1	
bays29_p3_f50_lL    	  147	 1606	    3	   28	   45	   4301.0	   4293.0	CTSP_2         	H CTSP2        	    0.6070	  4293.000	  1522.000	    1	
bays29_p3_f50_lM    	  220	 1606	    3	   28	   45	   4293.0	   4274.0	CTSP_2         	H CTSP2        	    0.7410	  4274.000	  1462.000	    1	
bays29_p3_f70_lH    	  361	 1983	    3	   28	   58	   5075.0	   5075.0	CTSP_2         	H CTSP2        	    0.6740	  5075.000	  1803.000	    1	
bays29_p3_f70_lL    	  180	 1983	    3	   28	   58	   5122.0	   5075.0	CTSP_2         	H CTSP2        	    0.7140	  5075.000	  1803.000	    1	
bays29_p3_f70_lM    	  271	 1983	    3	   28	   58	   5075.0	   5075.0	CTSP_2         	H CTSP2        	    0.7090	  5075.000	  1803.000	    1	
bays29_p3_f90_lH    	  386	 2110	    3	   28	   74	   5690.0	   5673.0	CTSP_2         	H CTSP2        	    1.1490	  5690.000	  1953.000	    1	
bays29_p3_f90_lL    	  193	 2110	    3	   28	   74	   5690.0	   5690.0	CTSP_2         	H CTSP2        	    1.2480	  5690.000	  1953.000	    1	
bays29_p3_f90_lM    	  289	 2110	    3	   28	   74	   5690.0	   5673.0	CTSP_2         	H CTSP2        	    1.1520	  5690.000	  1953.000	    1	
bays29_p5_f50_lH    	  294	 1617	    5	   28	   76	   7130.0	   7130.0	CTSP_2         	H CTSP2        	    0.9310	  7130.000	  1470.000	    1	
bays29_p5_f50_lL    	  147	 1617	    5	   28	   76	   7183.0	   7149.0	CTSP_2         	H CTSP2        	    1.6960	  7149.000	  1522.000	    1	
bays29_p5_f50_lM    	  220	 1617	    5	   28	   76	   7149.0	   7130.0	CTSP_2         	H CTSP2        	    0.9460	  7130.000	  1470.000	    1	
bays29_p5_f70_lH    	  361	 1987	    5	   28	   98	   8542.0	   8527.0	CTSP_2         	H CTSP2        	    1.9830	  8542.000	  1822.000	    1	
